,country,device_type,traffic_source,payment_method,product_category,customer_age_days,previous_orders,avg_order_value_eur,order_value_eur,quantity,discount_rate,shipping_distance_km,delivery_days_estimated,late_delivery_risk,address_mismatch,high_risk_ip,review_score
5880,Netherlands,Mobile,Paid Ads,PayPal,Home & Kitchen,103,0,23.23,28.95,6,0.02,1373.4,5,0,0,0,4.6
5881,France,Desktop,Organic Search,Credit Card,Fashion,395,3,41.29,10.66,1,0.16,473.2,5,0,0,0,5.0
5882,Belgium,Mobile,Organic Search,PayPal,Home & Kitchen,526,4,23.76,36.95,2,0.26,849.1,5,0,0,0,4.4
5883,Turkey,Tablet,Organic Search,Bank Transfer,Fashion,567,1,33.67,39.96,1,0.33,787.0,5,0,0,0,3.9
5884,Italy,Mobile,Social Media,Credit Card,Sports,492,5,59.79,45.67,1,0.14,601.3,3,0,0,0,5.0
5885,France,Mobile,Organic Search,PayPal,Toys,245,1,30.52,16.42,5,0.2,769.5,3,0,0,0,4.6
5886,Germany,Mobile,Organic Search,Debit Card,Electronics,247,2,83.55,152.19,7,0.1,797.4,5,0,0,0,4.7
5887,Spain,Mobile,Organic Search,Credit Card,Fashion,255,1,25.36,36.21,1,0.02,307.4,3,0,0,0,4.0
5888,Netherlands,Tablet,Organic Search,Credit Card,Home & Kitchen,634,2,27.79,59.05,1,0.12,535.1,3,0,0,0,4.4
5889,Belgium,Mobile,Organic Search,Credit Card,Home & Kitchen,603,6,76.46,61.36,1,0.14,1331.6,6,1,0,0,3.5
5890,Belgium,Mobile,Direct,PayPal,Home & Kitchen,118,1,20.71,49.15,1,0.01,411.4,4,0,0,0,4.1
5891,Germany,Mobile,Social Media,Gift Card,Garden,169,2,47.55,34.02,7,0.09,432.9,4,0,0,0,5.0
5892,Germany,Mobile,Social Media,Gift Card,Sports,181,1,32.53,31.82,1,0.04,356.1,4,0,0,0,5.0
5893,Germany,Desktop,Organic Search,PayPal,Electronics,392,1,47.85,54.24,1,0.15,1648.9,7,1,0,0,4.1
5894,France,Mobile,Paid Ads,Credit Card,Home & Kitchen,342,1,26.44,29.1,3,0.21,1178.1,6,1,1,0,3.9
5895,France,Desktop,Paid Ads,Credit Card,Pet Supplies,882,8,59.9,30.2,1,0.02,561.6,3,0,0,0,5.0
5896,Spain,Mobile,Paid Ads,PayPal,Electronics,174,0,44.43,102.0,1,0.05,81.2,2,0,0,0,4.8
5897,Italy,Desktop,Marketplace,Debit Card,Home & Kitchen,132,0,106.2,247.03,1,0.16,104.4,5,0,0,0,5.0
5898,Turkey,Mobile,Paid Ads,Gift Card,Home & Kitchen,197,2,46.42,58.73,5,0.15,818.0,4,0,0,0,4.4
5899,Spain,Mobile,Social Media,Gift Card,Electronics,200,1,57.96,177.31,1,0.09,1034.3,5,0,0,0,4.7
5900,Netherlands,Mobile,Marketplace,PayPal,Toys,882,6,90.75,71.7,3,0.29,838.9,5,0,0,0,5.0
5901,Netherlands,Mobile,Paid Ads,Debit Card,Toys,63,1,40.45,23.21,1,0.42,1532.3,6,1,0,0,3.8
5902,Spain,Mobile,Email,Debit Card,Toys,765,4,68.12,72.33,1,0.15,157.7,4,0,0,0,5.0
5903,Turkey,Mobile,Marketplace,Debit Card,Fashion,341,2,16.35,34.22,1,0.02,155.9,5,0,0,0,4.9
5904,Netherlands,Mobile,Paid Ads,Debit Card,Home & Kitchen,739,4,10.38,12.14,8,0.28,298.6,3,0,0,0,4.3
5905,Belgium,Mobile,Paid Ads,PayPal,Beauty,326,0,79.62,52.26,1,0.2,304.2,4,0,1,0,3.9
5906,Belgium,Mobile,Paid Ads,Debit Card,Electronics,168,2,45.65,186.09,1,0.2,138.0,4,0,0,0,4.6
5907,Belgium,Mobile,Organic Search,Credit Card,Toys,443,3,49.15,29.97,1,0.44,266.7,4,0,0,0,4.0
5908,Belgium,Mobile,Paid Ads,Debit Card,Home & Kitchen,211,0,31.42,28.39,3,0.28,592.5,5,0,0,0,4.6
5909,Germany,Mobile,Marketplace,Klarna,Electronics,431,11,117.34,203.97,3,0.05,599.9,4,0,0,0,4.1
5910,Poland,Tablet,Social Media,Credit Card,Sports,624,4,45.12,54.0,1,0.11,125.1,2,0,0,0,5.0
5911,France,Mobile,Paid Ads,Klarna,Fashion,207,2,15.48,5.0,2,0.25,567.6,4,0,0,0,4.3
5913,Netherlands,Mobile,Organic Search,Credit Card,Home & Kitchen,18,0,79.52,75.15,1,0.34,1029.8,6,1,1,0,3.6
5914,Netherlands,Desktop,Marketplace,Credit Card,Home & Kitchen,132,0,47.28,44.58,6,0.06,192.4,4,0,0,0,4.5
5915,Turkey,Mobile,Direct,PayPal,Fashion,124,0,114.48,98.3,6,0.01,1124.6,5,0,0,0,3.9
5916,France,Mobile,Email,PayPal,Fashion,187,0,43.03,50.73,1,0.39,536.1,4,0,1,0,5.0
5917,Netherlands,Mobile,Paid Ads,Debit Card,Pet Supplies,501,4,22.36,20.23,3,0.28,46.1,6,0,0,1,4.7
5918,Turkey,Desktop,Email,Credit Card,Garden,283,2,14.62,14.39,4,0.33,172.9,5,0,0,0,4.9
5919,Belgium,Mobile,Paid Ads,Debit Card,Garden,573,6,25.78,17.2,1,0.3,51.2,4,0,1,0,4.1
5920,Netherlands,Mobile,Direct,Bank Transfer,Electronics,52,0,52.88,105.11,1,0.1,262.8,4,0,0,0,2.9
5921,Netherlands,Mobile,Email,Debit Card,Fashion,608,4,65.42,115.38,1,0.15,650.9,5,0,0,0,4.4
5922,Netherlands,Desktop,Direct,Credit Card,Home & Kitchen,530,8,11.58,17.43,1,0.23,163.8,2,0,0,0,3.9
5923,Netherlands,Mobile,Organic Search,Bank Transfer,Home & Kitchen,355,1,96.6,97.54,2,0.18,212.4,5,0,0,0,5.0
5924,Netherlands,Desktop,Organic Search,Gift Card,Beauty,203,1,27.12,13.54,1,0.14,481.2,4,0,0,0,4.2
5925,Netherlands,Mobile,Marketplace,Klarna,Beauty,364,1,76.33,78.66,7,0.15,435.5,4,0,1,0,3.5
5926,Netherlands,Mobile,Paid Ads,Credit Card,Toys,160,0,157.06,118.05,2,0.2,66.1,4,0,0,0,5.0
5927,Netherlands,Mobile,Social Media,Debit Card,Home & Kitchen,856,4,43.54,53.18,1,0.06,359.2,4,0,0,0,5.0
5928,Italy,Tablet,Direct,Credit Card,Electronics,371,4,220.16,425.38,1,0.12,252.4,2,0,0,0,5.0
5929,Netherlands,Mobile,Social Media,Credit Card,Home & Kitchen,643,2,95.69,106.13,3,0.28,266.7,4,0,0,0,4.2
5930,Spain,Desktop,Paid Ads,Credit Card,Fashion,145,0,58.5,101.08,2,0.2,439.3,4,0,0,1,5.0
5931,Netherlands,Mobile,Direct,Debit Card,Sports,353,0,30.58,25.05,5,0.37,62.2,5,0,0,0,5.0
5932,Turkey,Mobile,Social Media,Credit Card,Sports,336,2,26.08,31.63,4,0.18,360.9,5,0,0,0,4.9
5933,Belgium,Mobile,Direct,Klarna,Sports,232,1,20.72,37.14,3,0.02,215.5,3,0,0,0,4.5
5934,Netherlands,Mobile,Paid Ads,PayPal,Toys,537,3,39.96,63.42,1,0.04,476.7,4,0,0,0,5.0
5935,Spain,Mobile,Marketplace,Credit Card,Fashion,127,1,16.33,5.0,2,0.03,796.1,5,0,0,1,4.3
5936,Netherlands,Mobile,Paid Ads,Klarna,Electronics,323,3,17.19,39.76,3,0.13,412.7,3,0,0,0,4.7
5937,Turkey,Desktop,Marketplace,Klarna,Toys,395,0,21.14,10.46,1,0.14,27.7,3,0,0,0,5.0
5938,Belgium,Tablet,Marketplace,Credit Card,Electronics,222,1,33.34,38.69,4,0.02,106.7,2,0,0,0,4.8
5939,Spain,Mobile,Social Media,Debit Card,Electronics,203,1,22.66,34.93,2,0.18,173.6,3,0,0,0,4.0
5940,Belgium,Desktop,Marketplace,Credit Card,Fashion,242,2,34.33,25.29,2,0.17,277.1,4,0,0,0,4.9
5941,Germany,Mobile,Organic Search,Klarna,Home & Kitchen,535,2,11.01,11.05,1,0.09,1798.4,6,1,0,0,3.8
5942,Spain,Mobile,Marketplace,Credit Card,Fashion,189,0,38.44,83.08,1,0.19,116.2,4,0,0,0,3.3
5943,Netherlands,Mobile,Social Media,Credit Card,Sports,392,2,19.81,17.16,4,0.07,445.2,3,0,0,0,4.4
5944,Netherlands,Mobile,Social Media,PayPal,Garden,102,0,24.98,20.05,1,0.15,813.5,5,0,0,0,4.5
5945,France,Mobile,Social Media,PayPal,Sports,310,1,55.3,76.12,1,0.03,673.8,6,0,0,0,4.7
5946,Netherlands,Desktop,Social Media,Credit Card,Beauty,350,5,95.06,58.62,1,0.02,259.9,3,0,0,0,4.2
5947,Italy,Mobile,Paid Ads,PayPal,Beauty,146,3,40.08,15.41,1,0.05,755.7,5,0,0,0,4.4
5948,Belgium,Mobile,Direct,Bank Transfer,Electronics,226,3,14.63,14.01,2,0.01,366.1,4,0,0,0,5.0
5949,France,Desktop,Social Media,Debit Card,Toys,173,2,45.55,39.6,1,0.07,801.1,6,0,0,0,4.4
5950,France,Desktop,Social Media,Credit Card,Home & Kitchen,306,1,32.35,26.41,1,0.09,505.2,4,0,0,0,5.0
5951,Belgium,Mobile,Social Media,Klarna,Beauty,443,6,44.05,16.64,1,0.05,272.6,3,0,1,0,4.5
5952,Germany,Desktop,Organic Search,Debit Card,Toys,560,5,50.67,44.52,1,0.1,143.3,3,0,0,0,4.9
5953,Belgium,Desktop,Direct,Bank Transfer,Electronics,341,1,61.85,73.82,2,0.07,99.4,2,0,0,0,4.8
5954,Italy,Mobile,Organic Search,Debit Card,Fashion,274,1,31.89,17.33,6,0.1,210.9,5,0,0,0,4.2
5955,Netherlands,Mobile,Paid Ads,Debit Card,Home & Kitchen,184,1,33.18,18.83,1,0.07,23.8,4,0,0,0,3.1
5956,Netherlands,Mobile,Organic Search,Credit Card,Sports,446,3,17.99,37.61,5,0.12,656.9,3,0,0,0,4.2
5957,Spain,Mobile,Organic Search,PayPal,Garden,272,0,34.99,51.39,3,0.07,76.1,3,0,0,0,3.9
5958,Poland,Desktop,Paid Ads,Klarna,Sports,631,2,28.71,20.0,1,0.06,811.3,5,0,0,0,4.9
5959,Spain,Mobile,Social Media,Bank Transfer,Sports,260,1,28.75,41.6,1,0.2,586.4,4,0,0,0,5.0
5960,France,Mobile,Direct,Klarna,Pet Supplies,272,3,14.48,8.19,1,0.04,245.2,4,0,0,0,4.9
5961,Germany,Mobile,Direct,Klarna,Home & Kitchen,109,1,49.53,57.76,2,0.12,933.3,6,1,0,0,3.5
5962,France,Mobile,Marketplace,Credit Card,Fashion,341,1,55.02,61.35,2,0.09,1059.6,5,0,0,0,4.0
5963,Germany,Tablet,Direct,Debit Card,Fashion,172,0,29.83,25.74,3,0.44,448.6,4,0,0,0,4.6
5964,Belgium,Desktop,Paid Ads,Credit Card,Electronics,956,4,28.68,26.62,1,0.17,244.7,3,0,0,0,4.5
5965,Belgium,Desktop,Organic Search,Klarna,Home & Kitchen,269,1,181.32,233.15,1,0.36,1621.2,7,1,0,0,3.4
5966,Belgium,Mobile,Email,PayPal,Electronics,112,0,38.82,84.06,2,0.01,596.0,5,0,0,0,4.1
5967,France,Mobile,Paid Ads,Debit Card,Fashion,819,3,48.99,56.85,1,0.03,387.8,4,0,0,0,4.0
5968,Netherlands,Desktop,Direct,Bank Transfer,Garden,83,0,21.47,48.43,1,0.27,738.6,5,0,0,0,2.1
5969,Spain,Mobile,Paid Ads,PayPal,Pet Supplies,381,3,25.04,17.67,1,0.24,364.0,3,0,0,0,4.1
5970,Spain,Mobile,Direct,PayPal,Pet Supplies,94,1,40.94,21.43,1,0.43,114.6,2,0,0,0,4.7
5971,Poland,Mobile,Paid Ads,Debit Card,Electronics,71,0,28.59,66.52,3,0.34,257.8,4,0,0,0,4.4
5972,Germany,Mobile,Paid Ads,PayPal,Sports,236,0,31.71,24.14,3,0.3,403.6,3,0,0,0,2.7
5973,Poland,Mobile,Organic Search,Gift Card,Beauty,431,1,52.17,16.38,4,0.07,301.4,4,0,0,0,4.8
5974,Spain,Desktop,Paid Ads,Klarna,Home & Kitchen,258,1,56.36,86.75,1,0.06,391.8,5,0,0,0,5.0
5975,Germany,Desktop,Email,PayPal,Toys,876,6,23.37,13.58,1,0.27,543.0,3,0,0,0,5.0
5976,Spain,Mobile,Marketplace,Credit Card,Garden,257,1,23.64,38.42,3,0.13,464.8,3,0,0,0,4.7
5977,France,Tablet,Organic Search,Debit Card,Garden,291,1,71.26,96.63,2,0.34,298.4,5,0,0,0,5.0
5978,Turkey,Desktop,Organic Search,Credit Card,Electronics,1192,5,20.48,42.27,1,0.3,212.2,4,0,0,0,4.6
5979,Italy,Mobile,Social Media,Credit Card,Garden,351,5,40.61,25.51,2,0.21,544.1,5,0,0,0,4.1
5980,Poland,Tablet,Marketplace,Credit Card,Fashion,199,1,54.25,30.75,1,0.06,312.4,6,0,0,0,4.7
5981,Germany,Desktop,Marketplace,Credit Card,Beauty,229,3,53.02,46.09,2,0.11,208.1,3,0,0,0,5.0
5982,Poland,Desktop,Email,Credit Card,Toys,289,1,36.81,16.15,2,0.23,425.9,5,0,0,0,4.7
5983,Poland,Desktop,Marketplace,Gift Card,Toys,687,1,35.67,22.29,6,0.17,246.0,2,0,0,1,5.0
5984,Belgium,Desktop,Organic Search,Debit Card,Electronics,365,4,48.55,67.5,1,0.42,666.8,5,0,0,0,5.0
5985,France,Desktop,Paid Ads,Debit Card,Sports,137,2,103.95,252.01,1,0.15,149.8,3,0,0,0,4.9
5986,Germany,Mobile,Paid Ads,Gift Card,Toys,140,1,114.86,54.98,1,0.12,1237.8,5,0,0,0,4.6
5987,Netherlands,Mobile,Social Media,PayPal,Pet Supplies,135,1,33.49,16.89,3,0.27,33.6,2,0,0,0,4.6
5988,Spain,Mobile,Direct,Credit Card,Fashion,592,4,54.83,58.96,1,0.15,1271.6,4,0,0,0,4.7
5989,Belgium,Mobile,Social Media,Debit Card,Toys,1008,5,65.27,112.82,2,0.41,785.3,5,0,0,0,4.4
5990,Netherlands,Mobile,Paid Ads,Bank Transfer,Home & Kitchen,152,0,61.22,78.66,3,0.05,426.5,5,0,0,0,4.8
5991,Belgium,Mobile,Organic Search,Klarna,Electronics,401,3,11.11,39.64,1,0.19,189.9,5,0,0,0,4.5
5992,France,Desktop,Social Media,Debit Card,Sports,20,0,54.63,33.48,1,0.02,280.6,3,0,0,0,4.6
5994,Italy,Tablet,Direct,Credit Card,Garden,22,0,24.68,46.69,1,0.02,97.6,3,0,0,0,4.6
5995,Turkey,Desktop,Direct,Credit Card,Toys,174,0,100.79,111.44,1,0.27,164.9,4,0,0,0,5.0
5996,Netherlands,Mobile,Direct,Credit Card,Sports,286,0,31.18,28.66,2,0.14,361.4,3,0,0,0,5.0
5997,Turkey,Desktop,Social Media,Klarna,Home & Kitchen,119,1,54.91,141.6,1,0.5,429.2,4,0,0,0,4.7
5998,Netherlands,Tablet,Paid Ads,Debit Card,Electronics,110,1,22.75,79.44,1,0.16,64.0,4,0,0,0,4.1
6000,Belgium,Mobile,Direct,Credit Card,Sports,620,1,48.44,29.98,1,0.04,558.9,5,0,0,0,4.6
6001,Belgium,Desktop,Organic Search,Credit Card,Fashion,151,2,47.35,58.2,3,0.06,498.3,3,0,0,0,4.1
6002,France,Desktop,Email,Credit Card,Pet Supplies,555,4,39.05,9.99,3,0.12,494.4,4,0,0,0,4.7
6003,Netherlands,Desktop,Social Media,Credit Card,Home & Kitchen,273,1,17.97,25.71,1,0.15,412.8,3,0,1,0,5.0
6004,Netherlands,Mobile,Organic Search,PayPal,Sports,639,4,27.18,22.81,1,0.09,121.8,3,0,0,0,5.0
6005,Germany,Mobile,Marketplace,Credit Card,Fashion,222,1,30.96,20.31,2,0.06,559.2,4,0,0,0,3.9
6006,France,Desktop,Organic Search,PayPal,Pet Supplies,479,4,30.64,17.9,1,0.03,276.4,2,0,0,0,3.9
6007,Germany,Mobile,Direct,PayPal,Fashion,356,1,48.06,75.08,1,0.03,154.8,4,0,0,0,4.8
6008,Netherlands,Desktop,Paid Ads,Bank Transfer,Sports,288,1,18.45,27.3,2,0.11,584.4,4,0,0,0,5.0
6009,Netherlands,Mobile,Email,PayPal,Fashion,177,1,56.26,62.18,1,0.08,226.0,3,0,0,0,4.4
6010,Belgium,Mobile,Organic Search,PayPal,Home & Kitchen,30,0,69.19,179.37,2,0.33,522.9,4,0,0,0,3.5
6011,Netherlands,Desktop,Organic Search,PayPal,Fashion,205,1,23.24,48.59,1,0.13,92.1,4,0,0,0,4.2
6012,Belgium,Mobile,Email,Debit Card,Garden,537,4,62.04,102.31,3,0.04,24.6,3,0,0,0,4.7
6013,France,Desktop,Organic Search,Credit Card,Sports,320,3,66.87,76.88,1,0.11,1305.1,5,0,0,0,4.2
6014,Netherlands,Mobile,Social Media,Bank Transfer,Fashion,172,0,49.64,60.17,1,0.08,310.7,4,0,0,0,4.2
6015,France,Mobile,Paid Ads,Bank Transfer,Home & Kitchen,508,1,38.58,53.15,1,0.13,395.5,5,0,0,0,3.5
6016,Netherlands,Mobile,Direct,Credit Card,Home & Kitchen,388,1,28.95,21.39,6,0.06,216.0,2,0,0,0,4.5
6017,Netherlands,Mobile,Direct,PayPal,Home & Kitchen,100,0,36.82,18.73,3,0.26,764.5,5,0,0,0,4.6
6018,Netherlands,Mobile,Email,PayPal,Electronics,271,2,62.34,77.48,3,0.03,211.4,2,0,0,0,4.4
6019,Italy,Mobile,Marketplace,Credit Card,Sports,373,4,57.68,89.7,1,0.11,551.3,5,0,0,0,5.0
6020,Netherlands,Desktop,Direct,Credit Card,Home & Kitchen,212,1,29.34,50.01,1,0.16,398.5,5,0,0,0,5.0
6021,France,Mobile,Organic Search,PayPal,Pet Supplies,198,1,36.13,31.13,5,0.17,364.8,3,0,0,0,3.9
6022,Netherlands,Desktop,Paid Ads,Credit Card,Home & Kitchen,61,0,21.08,21.89,1,0.03,777.2,5,0,0,0,3.6
6023,Turkey,Mobile,Social Media,Klarna,Beauty,801,7,45.21,37.82,1,0.03,338.7,5,0,0,0,4.2
6024,Poland,Mobile,Marketplace,Klarna,Fashion,355,0,59.75,63.74,1,0.21,514.8,3,0,1,0,3.5
6025,Poland,Desktop,Direct,Credit Card,Pet Supplies,330,1,274.47,275.18,2,0.04,215.0,4,0,0,0,4.4
6026,Netherlands,Desktop,Marketplace,Debit Card,Home & Kitchen,184,0,34.36,35.69,1,0.07,700.4,6,0,0,0,5.0
6027,Belgium,Mobile,Social Media,Klarna,Fashion,224,1,19.53,6.27,2,0.14,789.2,6,1,0,0,3.5
6028,Netherlands,Mobile,Social Media,Credit Card,Home & Kitchen,128,1,30.29,62.17,1,0.23,236.6,5,0,0,0,4.9
6029,Turkey,Desktop,Social Media,Debit Card,Pet Supplies,558,3,23.18,17.06,1,0.02,349.4,5,0,0,0,4.1
6032,France,Mobile,Marketplace,PayPal,Toys,190,1,41.37,45.52,2,0.03,144.1,4,0,0,0,2.9
6033,Netherlands,Desktop,Direct,Debit Card,Home & Kitchen,389,1,41.7,49.77,1,0.47,683.8,3,0,0,0,2.8
6034,Poland,Mobile,Marketplace,Credit Card,Electronics,296,2,45.52,81.48,1,0.02,449.2,2,0,0,0,5.0
6035,Belgium,Desktop,Organic Search,Debit Card,Home & Kitchen,616,6,40.74,80.49,2,0.01,418.1,3,0,0,0,4.8
6036,France,Mobile,Organic Search,Gift Card,Home & Kitchen,244,3,24.52,19.49,1,0.14,184.5,3,0,0,0,4.0
6037,Netherlands,Tablet,Paid Ads,PayPal,Sports,342,3,35.85,36.61,8,0.07,800.5,3,0,0,0,4.8
6038,Turkey,Desktop,Marketplace,Credit Card,Home & Kitchen,66,0,37.77,28.83,6,0.16,463.6,4,0,0,0,4.9
6039,Netherlands,Desktop,Email,Bank Transfer,Beauty,127,0,59.54,23.25,2,0.01,1013.1,5,1,0,0,3.1
6040,France,Mobile,Organic Search,Klarna,Electronics,329,2,60.19,192.02,3,0.06,643.8,6,0,0,0,4.5
6041,Belgium,Desktop,Organic Search,Gift Card,Sports,423,0,56.02,84.17,2,0.51,1037.8,6,1,0,0,3.3
6042,Spain,Mobile,Organic Search,Credit Card,Fashion,451,4,30.78,21.93,7,0.13,207.2,5,0,0,0,5.0
6043,Belgium,Mobile,Paid Ads,Gift Card,Electronics,165,0,39.85,60.89,1,0.24,640.7,3,0,0,0,4.4
6045,Belgium,Desktop,Marketplace,Debit Card,Fashion,74,1,47.12,13.98,1,0.1,240.3,3,0,0,0,4.4
6046,France,Desktop,Marketplace,Debit Card,Garden,414,1,47.52,59.64,1,0.04,579.5,4,0,0,0,4.9
6047,Poland,Mobile,Marketplace,Credit Card,Fashion,179,0,46.25,110.21,7,0.2,426.8,5,0,0,0,3.7
6048,Poland,Mobile,Social Media,Credit Card,Pet Supplies,356,1,16.07,13.02,3,0.1,211.2,4,0,0,0,3.4
6049,Turkey,Desktop,Marketplace,Credit Card,Electronics,321,0,68.84,146.55,1,0.2,533.4,5,0,1,0,4.0
6050,France,Desktop,Marketplace,Klarna,Beauty,402,1,58.4,72.27,7,0.09,557.7,4,0,0,0,4.9
6051,Belgium,Desktop,Email,Credit Card,Sports,218,1,35.39,26.13,3,0.1,547.4,5,0,0,0,3.5
6052,France,Mobile,Organic Search,Gift Card,Fashion,342,4,85.68,162.72,8,0.11,867.6,4,0,0,0,4.7
6053,Poland,Mobile,Organic Search,Debit Card,Sports,156,0,14.79,13.18,1,0.18,845.4,5,0,0,0,4.3
6055,Netherlands,Desktop,Organic Search,Klarna,Home & Kitchen,473,3,34.95,52.55,2,0.1,535.2,6,0,0,0,4.4
6056,Netherlands,Desktop,Social Media,Credit Card,Pet Supplies,320,3,29.04,31.38,2,0.13,513.6,5,0,0,0,5.0
6057,Turkey,Tablet,Paid Ads,Bank Transfer,Garden,218,3,48.89,80.65,1,0.03,678.6,4,0,0,0,5.0
6058,Belgium,Tablet,Direct,Debit Card,Garden,407,1,49.49,79.77,2,0.05,659.6,4,0,0,0,5.0
6059,Turkey,Desktop,Paid Ads,Credit Card,Home & Kitchen,276,0,32.39,28.49,1,0.14,21.5,4,0,0,0,4.1
6060,Turkey,Desktop,Organic Search,Credit Card,Fashion,193,0,63.89,63.0,1,0.19,384.8,3,0,0,0,4.5
6061,Belgium,Mobile,Social Media,Credit Card,Home & Kitchen,133,3,91.2,159.42,2,0.12,1082.9,4,0,0,0,4.6
6062,Netherlands,Desktop,Organic Search,Bank Transfer,Sports,315,3,47.73,59.47,1,0.29,515.6,4,0,0,0,4.6
6063,Belgium,Mobile,Direct,Credit Card,Sports,444,1,94.05,134.71,2,0.02,125.7,3,0,0,0,3.2
6064,Germany,Mobile,Paid Ads,PayPal,Pet Supplies,130,0,56.27,39.35,2,0.05,594.8,4,0,0,0,5.0
6065,France,Desktop,Direct,Credit Card,Home & Kitchen,614,1,87.01,296.33,4,0.2,298.8,4,0,0,0,3.9
6066,Germany,Desktop,Email,Debit Card,Sports,293,3,67.28,42.22,1,0.09,286.6,4,0,0,0,5.0
6067,Germany,Tablet,Email,Debit Card,Garden,310,2,34.55,68.71,1,0.08,127.4,4,0,0,0,4.3
6068,France,Mobile,Direct,Credit Card,Home & Kitchen,102,0,58.57,59.45,4,0.27,86.4,4,0,0,0,4.5
6069,Belgium,Mobile,Organic Search,PayPal,Home & Kitchen,203,0,71.89,90.73,2,0.21,1422.9,4,0,0,0,3.8
6070,Germany,Desktop,Direct,Credit Card,Home & Kitchen,163,3,39.41,100.41,4,0.05,456.9,5,0,0,0,4.3
6071,Poland,Mobile,Organic Search,Credit Card,Toys,217,4,74.7,85.83,6,0.17,318.8,3,0,0,0,4.9
6072,Germany,Mobile,Paid Ads,Credit Card,Electronics,195,2,49.16,80.99,1,0.07,963.9,5,0,0,0,5.0
6073,Germany,Desktop,Organic Search,Debit Card,Garden,80,0,48.97,39.82,2,0.11,816.0,6,0,1,0,4.7
6074,Germany,Tablet,Organic Search,Gift Card,Pet Supplies,191,3,27.93,13.37,1,0.34,361.9,4,0,0,0,4.8
6076,Netherlands,Mobile,Email,PayPal,Sports,595,4,41.4,78.21,5,0.19,514.0,5,0,0,0,4.5
6077,Germany,Tablet,Direct,Bank Transfer,Fashion,307,2,71.45,122.26,1,0.24,299.9,3,0,0,0,3.8
6078,Belgium,Tablet,Organic Search,PayPal,Home & Kitchen,84,1,20.29,40.52,4,0.01,470.3,4,0,0,0,4.8
6079,Belgium,Desktop,Paid Ads,Credit Card,Electronics,165,0,103.69,243.31,2,0.39,228.6,4,0,0,0,5.0
6080,Turkey,Desktop,Direct,Debit Card,Fashion,324,2,17.99,17.33,1,0.09,61.4,3,0,0,0,4.0
6081,Netherlands,Mobile,Social Media,Bank Transfer,Beauty,441,2,21.43,14.4,2,0.32,222.0,4,0,0,0,4.5
6082,Italy,Mobile,Organic Search,Bank Transfer,Electronics,93,0,55.47,81.26,1,0.26,489.7,5,0,0,0,4.5
6083,Belgium,Desktop,Direct,Debit Card,Pet Supplies,556,3,66.34,71.34,3,0.08,277.1,2,0,0,0,4.8
6084,Poland,Desktop,Email,Credit Card,Pet Supplies,530,5,32.55,28.01,1,0.09,176.7,4,0,0,0,5.0
6085,Netherlands,Desktop,Social Media,Gift Card,Toys,568,4,20.85,8.6,2,0.1,612.0,5,0,0,0,4.4
6086,Netherlands,Mobile,Marketplace,Klarna,Electronics,727,1,51.9,111.99,1,0.06,407.4,4,0,0,0,4.7
6087,Netherlands,Mobile,Paid Ads,Credit Card,Home & Kitchen,499,3,94.33,147.73,1,0.1,494.8,3,0,0,0,5.0
6088,Italy,Mobile,Social Media,Klarna,Home & Kitchen,251,4,72.71,100.49,2,0.05,528.1,4,0,0,0,4.7
6090,Belgium,Desktop,Social Media,Debit Card,Garden,569,1,35.15,26.76,2,0.12,404.9,5,0,0,0,2.8
6091,Italy,Desktop,Social Media,Debit Card,Fashion,225,1,24.83,23.75,1,0.09,750.8,4,0,0,0,5.0
6092,Belgium,Mobile,Email,Debit Card,Home & Kitchen,349,2,55.92,88.42,3,0.17,681.1,6,0,0,0,4.7
6093,Germany,Mobile,Organic Search,Credit Card,Toys,539,4,40.99,34.63,5,0.28,111.7,3,0,0,0,4.5
6094,Belgium,Mobile,Organic Search,Debit Card,Beauty,273,4,76.5,25.7,1,0.03,573.8,3,0,0,0,4.6
6095,France,Mobile,Marketplace,Credit Card,Fashion,111,0,72.76,96.49,1,0.09,52.5,3,0,0,0,5.0
6096,Netherlands,Mobile,Social Media,Credit Card,Beauty,193,0,34.98,23.63,1,0.11,294.7,4,0,0,0,4.9
6097,Netherlands,Mobile,Organic Search,Debit Card,Home & Kitchen,231,1,55.06,54.98,2,0.13,179.2,3,0,0,0,4.2
6098,Spain,Mobile,Paid Ads,Bank Transfer,Toys,328,6,20.48,12.21,5,0.42,238.8,1,0,0,0,4.2
6099,Italy,Tablet,Paid Ads,Klarna,Electronics,386,2,57.38,217.48,5,0.09,590.3,6,0,0,0,4.8
6100,France,Mobile,Direct,Klarna,Garden,355,2,29.73,41.65,2,0.05,324.2,3,0,0,0,4.1
6101,Germany,Mobile,Organic Search,Credit Card,Electronics,297,3,41.06,54.0,6,0.12,798.1,6,0,0,0,5.0
6102,Germany,Desktop,Organic Search,Credit Card,Electronics,224,1,61.81,129.34,6,0.07,73.4,4,0,0,0,4.5
6103,Netherlands,Desktop,Paid Ads,Debit Card,Electronics,208,2,14.91,20.39,8,0.02,394.2,5,0,0,0,3.7
6104,Belgium,Mobile,Social Media,Credit Card,Fashion,152,2,37.17,30.72,2,0.07,629.3,3,0,0,0,5.0
6105,Germany,Mobile,Paid Ads,Credit Card,Electronics,612,3,48.94,126.57,3,0.24,1216.5,6,1,0,0,2.3
